ensembl_gene_id	ensembl_transcript_id	chromosome_name	mgi_symbol	description	GR1.logFC	GR1.logCPM	GR1.LR	GR1.PValue	GR1.FDR	GR2.logFC	GR2.logCPM	GR2.LR	GR2.PValue	GR2.FDR
ENSMUSG00000025777	ENSMUST00000026879	1	Gdap1	ganglioside-induced differentiation-associated-protein 1 [Source:MGI Symbol;Acc:MGI:1338002]	-1.50226010662323	3.78600009955143	17.1954107843053	3.372500813388e-05	0.000148052785707733	-0.458762268449144	3.78600009955143	1.40510886083193	0.235870050214115	0.36464685374981
ENSMUSG00000101589	ENSMUST00000186192	1	Rbm6-ps1	RNA binding motif protein 6, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1889580]	-0.700759574083108	3.38542626927993	2.21918451549755	0.136305039473492	0.240312900919129	-0.529626433879444	3.38542626927993	1.00680979422056	0.315668328484113	0.446742071374472
ENSMUSG00000067780	ENSMUST00000088476	1	Pi15	peptidase inhibitor 15 [Source:MGI Symbol;Acc:MGI:1934659]	-0.952094790893252	11.9770235831619	81.8621920605515	1.45914033576459e-19	2.91164821545752e-18	0.0531841870881186	11.9770235831619	0.27190043380989	0.602059784992163	0.722142747572567
ENSMUSG00000100053	ENSMUST00000186267	1	Gm28154	predicted gene 28154 [Source:MGI Symbol;Acc:MGI:5578860]	1.05865489750192	2.1933459523019	2.0305693747041	0.154162843089223	0.264963666438734	1.44451307063258	2.1933459523019	3.49205432899671	0.0616640187794201	0.130775382822055
ENSMUSG00000085125	ENSMUST00000155588	1	Gm16070	predicted gene 16070 [Source:MGI Symbol;Acc:MGI:3801761]	-1.06200170812878	2.85579859901802	3.80085859557501	0.0512263086482411	0.110780046781172	0.933772718677269	2.85579859901802	2.64098174622216	0.104139172706313	0.198628873681312
ENSMUSG00000025776	ENSMUST00000159958	1	Crispld1	cysteine-rich secretory protein LCCL domain containing 1 [Source:MGI Symbol;Acc:MGI:1934666]	-0.166121556904186	7.97196154958322	1.9126327460679	0.166671102019258	0.281417745332516	0.184139446201564	7.97196154958322	2.59373801460662	0.107286865190306	0.201855309055231
ENSMUSG00000099895	ENSMUST00000189853	1	Gm28153	predicted gene 28153 [Source:MGI Symbol;Acc:MGI:5578859]	0	1.25795817045996	0	1	1	-2.32627339298378	1.25795817045996	2.69642113518159	0.100573778677348	0.194501712948704
ENSMUSG00000100554	ENSMUST00000190885	1	Gm7690	predicted gene 7690 [Source:MGI Symbol;Acc:MGI:3648169]	2.23816648109589	1.72587996271458	3.80915709466463	0.0509730959840482	0.11077816404454	0.309454126731337	1.72587996271458	0.0866836781891145	0.768436283038962	0.858256912045639
ENSMUSG00000099591	ENSMUST00000185706	1	Gm17969	predicted gene, 17969 [Source:MGI Symbol;Acc:MGI:5010154]	3.11756038497798	1.34006335816492	4.74572913269043	0.0293711044698717	0.0708456860564487	0	1.34006335816492	0	1	1
ENSMUSG00000100720	ENSMUST00000162030	1	Gm10075	predicted gene 10075 [Source:MGI Symbol;Acc:MGI:3710521]	-0.408515822372181	1.84387457024682	0.213981566574379	0.643664431837912	0.751512461640541	1.71951407463738	1.84387457024682	3.51347686909137	0.060871584277824	0.129721482999829
ENSMUSG00000025927	ENSMUST00000027059	1	Tfap2b	transcription factor AP-2 beta [Source:MGI Symbol;Acc:MGI:104672]	-0.570922469585247	2.25793206672352	0.513382045018815	0.473678448415557	0.618883448971516	-0.997488356148863	2.25793206672352	2.63521823276366	0.104517698907479	0.198628873681312
ENSMUSG00000100204	ENSMUST00000188428	1	Gm4849	predicted gene 4849 [Source:MGI Symbol;Acc:MGI:3645366]	-0.319330314819784	2.3013687388926	0.184803183073628	0.667277546065747	0.770881165060166	-0.421810325205487	2.3013687388926	0.446784303238852	0.503866006524754	0.631991933898191
ENSMUSG00000043760	ENSMUST00000088448	1	Pkhd1	polycystic kidney and hepatic disease 1 [Source:MGI Symbol;Acc:MGI:2155808]	-0.593817662700947	1.6620859600188	0.287735235901851	0.591675512940667	0.715552479837336	4.0540512095897	1.6620859600188	10.2356793064151	0.0013774987313891	0.00491643856162452
ENSMUSG00000099906	ENSMUST00000185494	1	Gm28653	predicted gene 28653 [Source:MGI Symbol;Acc:MGI:5579359]	3.41984960834436	1.78512786845363	5.77596150272295	0.0162468294309011	0.0427087312584766	4.61973735464961	1.78512786845363	12.5159503758842	0.000403492491934571	0.00165545050429231
ENSMUSG00000025929	ENSMUST00000027061	1	Il17a	interleukin 17A [Source:MGI Symbol;Acc:MGI:107364]	0	1.33926260673373	0	1	1	-3.15428097254046	1.33926260673373	5.10698562180994	0.0238296883788911	0.0594388249905295
ENSMUSG00000041872	ENSMUST00000039046	1	Il17f	interleukin 17F [Source:MGI Symbol;Acc:MGI:2676631]	-1.21937034709846	1.92651482762232	1.80295457349016	0.179355711376503	0.299380826214011	-1.57775474415224	1.92651482762232	2.31523481431617	0.128111953005581	0.228622550282317
ENSMUSG00000041859	ENSMUST00000053266	1	Mcm3	minichromosome maintenance deficient 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:101845]	-1.88237285893142	11.8645981153755	293.156537709376	1.02044105420381e-65	1.11993405698868e-63	-1.35164018123353	11.8645981153755	155.607559185944	1.03139515648537e-35	5.03091637441196e-34
ENSMUSG00000097934	ENSMUST00000181654	1	6720483E21Rik	RIKEN cDNA 6720483E21 gene [Source:MGI Symbol;Acc:MGI:1924991]	1.83433802181604	1.97966124505578	3.0939326880913	0.078584669509364	0.15825077942482	1.55115683978759	1.97966124505578	2.56311131100186	0.109383123254397	0.201855309055231
ENSMUSG00000025931	ENSMUST00000189400	1	Paqr8	progestin and adipoQ receptor family member VIII [Source:MGI Symbol;Acc:MGI:1921479]	0.93351110574012	6.82033050200911	32.9273661262947	9.56670689005883e-09	7.24100745644108e-08	0.346687269738491	6.82033050200911	4.851040891394	0.0276294542452055	0.0670128752135094
ENSMUSG00000041809	ENSMUST00000160782	1	Efhc1	EF-hand domain (C-terminal) containing 1 [Source:MGI Symbol;Acc:MGI:1919127]	1.60301026872247	7.3846079003622	97.0889974091583	6.62801838263871e-23	1.71158827645788e-21	1.4699097557897	7.3846079003622	87.4975985814947	8.43821886657133e-21	2.64598434458915e-19
ENSMUSG00000041779	ENSMUST00000037998	1	Tram2	translocating chain-associating membrane protein 2 [Source:MGI Symbol;Acc:MGI:1924817]	-0.598886085671247	11.9889712407408	52.5149067575321	4.26994949284588e-13	5.10704587678046e-12	-0.454016548349982	11.9889712407408	30.9159837941778	2.69443493321091e-08	2.46428528266582e-07
ENSMUSG00000099971	ENSMUST00000186612	1	Gm28287	predicted gene 28287 [Source:MGI Symbol;Acc:MGI:5578993]	-1.29455665847669	1.41796099249748	1.02793397172715	0.310644412711223	0.450075568251574	2.29326475393826	1.41796099249748	2.55260101915654	0.110112843662421	0.202257482710472
ENSMUSG00000100819	ENSMUST00000189119	1	Gm2693	predicted gene 2693 [Source:MGI Symbol;Acc:MGI:3780862]	1.06844378503572	2.70780483941517	4.10265428184699	0.0428159463697833	0.0958989819200758	-0.751530387174423	2.70780483941517	1.52458624266217	0.216926775130871	0.351405366355913
ENSMUSG00000025933	ENSMUST00000027065	1	Tmem14a	transmembrane protein 14A [Source:MGI Symbol;Acc:MGI:1922962]	0.968299501454264	7.00787975257467	42.9323965108383	5.66644891424416e-11	5.40776320294171e-10	0.920608225657229	7.00787975257467	41.4158625965866	1.23054791600075e-10	1.68815792226353e-09
ENSMUSG00000025934	ENSMUST00000027067	1	Gsta3	glutathione S-transferase, alpha 3 [Source:MGI Symbol;Acc:MGI:95856]	0.311226034260994	7.9184099204944	2.27919233421144	0.131120139735089	0.232548056846656	-0.697195268172187	7.9184099204944	11.9471057533767	0.000547323363440998	0.00218092368802717
ENSMUSG00000099343	ENSMUST00000185842	1	Gm28836	predicted gene 28836 [Source:MGI Symbol;Acc:MGI:5579542]	-0.495258600328281	1.69399831985864	0.20763984311818	0.648623593472826	0.755293786563848	0.331651659432397	1.69399831985864	0.0931372728423376	0.760226018921375	0.851375567108376
ENSMUSG00000096375	ENSMUST00000178379	1	Gm7094	predicted pseudogene 7094 [Source:MGI Symbol;Acc:MGI:3648114]	1.16007242746187	1.7564956866108	1.81361825911093	0.178074794528158	0.298377232052905	0.441874988142922	1.7564956866108	0.162761533104574	0.686626662649907	0.789081426448454
ENSMUSG00000028033	ENSMUST00000029667	1	Kcnq5	potassium voltage-gated channel, subfamily Q, member 5 [Source:MGI Symbol;Acc:MGI:1924937]	-1.90001249994473	5.31409216464711	62.7187237901846	2.38438080960531e-15	3.65979516307264e-14	-1.13209077101806	5.31409216464711	18.7740840575201	1.47153205802565e-05	8.72976450639541e-05
ENSMUSG00000041670	ENSMUST00000185942	1	Rims1	regulating synaptic membrane exocytosis 1 [Source:MGI Symbol;Acc:MGI:2152971]	0.646599097218457	1.49254500972351	0.249350867616029	0.617532522796803	0.736676025836404	0.440549546700104	1.49254500972351	0.157100075269653	0.691840562885351	0.790932310173618
ENSMUSG00000101227	ENSMUST00000191045	1	Gm29506	predicted gene 29506 [Source:MGI Symbol;Acc:MGI:5580212]	-1.69182299325688	1.63192868590778	2.02713301740517	0.154511841932383	0.264963666438734	-0.423032499702595	1.63192868590778	0.17010834062247	0.680015539898312	0.787669715080103
ENSMUSG00000097970	ENSMUST00000182303	1	Gm27028	predicted gene, 27028 [Source:MGI Symbol;Acc:MGI:5504143]	0.283837038149618	2.23657518150213	0.129770396377015	0.718670218644211	0.811044282737297	0.341177005567081	2.23657518150213	0.253130519217262	0.614879357726971	0.733510972940599
ENSMUSG00000100775	ENSMUST00000190910	1	Gm29107	predicted gene 29107 [Source:MGI Symbol;Acc:MGI:5579813]	0.784186372369858	1.78267061485646	0.724206748226045	0.394767476691882	0.534885562554742	3.43310227028137	1.78267061485646	6.11497469359838	0.0134041332360668	0.0358805761623983
ENSMUSG00000026158	ENSMUST00000027343	1	Ogfrl1	opioid growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:1917405]	0.117528572061781	7.63660782398852	0.800198789223808	0.37103394146199	0.506961043501052	0.383373887566982	7.63660782398852	8.47203275806443	0.00360648185122649	0.011311869096431
ENSMUSG00000026156	ENSMUST00000144602	1	B3gat2	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) [Source:MGI Symbol;Acc:MGI:2389490]	-1.68745478899537	1.56290599335051	2.02073401044763	0.155164121016614	0.265046883759897	-1.62131187871949	1.56290599335051	1.86025177300551	0.172595744862975	0.292546455578556
ENSMUSG00000026155	ENSMUST00000149737	1	Smap1	small ArfGAP 1 [Source:MGI Symbol;Acc:MGI:2138261]	0.0609192505355813	11.0669147543245	0.534541316278599	0.464703828412897	0.608970091561976	0.239490868173364	11.0669147543245	8.3039557398117	0.00395588212543424	0.0122298045990538
ENSMUSG00000026154	ENSMUST00000027338	1	Sdhaf4	succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915252]	0.546454381762163	8.3084887559024	17.9716636866512	2.24217947260985e-05	0.000104018269984111	0.428879811632276	8.3084887559024	11.5325094397949	0.000683896361001706	0.00268062948642633
ENSMUSG00000026153	ENSMUST00000187619	1	Fam135a	family with sequence similarity 135, member A [Source:MGI Symbol;Acc:MGI:1915437]	0.272682636228309	10.2400867459369	7.50245280684909	0.00616150207799117	0.0182763473799873	0.369567884294149	10.2400867459369	13.7389209366817	0.000210056136197396	0.000950666430831516
ENSMUSG00000102398	ENSMUST00000192408	1	Gm37580	predicted gene, 37580 [Source:MGI Symbol;Acc:MGI:5610808]	1.27575387454953	1.63053474066702	1.51282959283969	0.218707822818478	0.350183913039637	1.19473828304679	1.63053474066702	0.91624967722394	0.338461615173011	0.467247324091044
ENSMUSG00000026147	ENSMUST00000054588	1	Col9a1	collagen, type IX, alpha 1 [Source:MGI Symbol;Acc:MGI:88465]	-2.39519336357737	1.4194592151802	2.84945072040891	0.0914051609873679	0.178456605419304	3.13932435803033	1.4194592151802	4.97613606135366	0.0256993203402312	0.0633820316256264
ENSMUSG00000026141	ENSMUST00000144297	1	Col19a1	collagen, type XIX, alpha 1 [Source:MGI Symbol;Acc:MGI:1095415]	-1.36172093167001	2.00401588954873	2.84841460065062	0.0914640916158163	0.178456605419304	-2.82596770740531	2.00401588954873	7.84984159521268	0.00508251603023801	0.0151783982127516
ENSMUSG00000099997	ENSMUST00000187481	1	Tubb4b-ps2	tubulin, beta 4B class IVB, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3723458]	-0.942746633792231	4.74000476868896	10.9088596961124	0.00095705420376031	0.00333449837659346	-0.291644254445743	4.74000476868896	1.1564532746676	0.282202316333174	0.40752242391534
ENSMUSG00000100131	ENSMUST00000187714	1	Gm28439	predicted gene 28439 [Source:MGI Symbol;Acc:MGI:5579145]	0.82898783160783	7.0762678733008	17.2182573207624	3.33218586848815e-05	0.000147760565279424	0.789029471764589	7.0762678733008	16.1545490480224	5.8378193868239e-05	0.000294575024231689
ENSMUSG00000067736	ENSMUST00000088336	1	Gm10222	predicted gene 10222 [Source:MGI Symbol;Acc:MGI:3642643]	0.916055353667877	5.39926989873347	11.1711031682224	0.000830812121119425	0.00291781216937142	0.958767090222145	5.39926989873347	12.912625591815	0.000326373155251869	0.00139930911975547
ENSMUSG00000101939	ENSMUST00000188299	1	Gm28438	predicted gene 28438 [Source:MGI Symbol;Acc:MGI:5579144]	1.09793778007784	7.53184282157826	50.9240378531845	9.60105617051611e-13	1.10917464706752e-11	0.901142862714314	7.53184282157826	33.4430413553394	7.33818607537969e-09	7.85722850510167e-08
ENSMUSG00000101111	ENSMUST00000190277	1	Gm28437	predicted gene 28437 [Source:MGI Symbol;Acc:MGI:5579143]	1.17016072445012	8.71974694334786	60.1253629902271	8.90040188822724e-15	1.18402316028235e-13	1.01662388836737	8.71974694334786	46.1206019774014	1.11193022955431e-11	1.68323231301497e-10
ENSMUSG00000100862	ENSMUST00000189941	1	Gm10925	predicted gene 10925 [Source:MGI Symbol;Acc:MGI:3809095]	0.996683887955372	8.14126051319546	28.5921603546578	8.93431720964015e-08	6.32607299198714e-07	0.856322906592658	8.14126051319546	21.4569012944305	3.61871249921245e-06	2.4440227494681e-05
ENSMUSG00000102070	ENSMUST00000188231	1	Gm28661	predicted gene 28661 [Source:MGI Symbol;Acc:MGI:5579367]	0.790108743448958	8.4689785149627	20.9744693585446	4.65444741705037e-06	2.4325028762918e-05	0.817397244710564	8.4689785149627	22.3448542619654	2.27822675770498e-06	1.66690257772081e-05
ENSMUSG00000101249	ENSMUST00000187117	1	Gm29216	predicted gene 29216 [Source:MGI Symbol;Acc:MGI:5579922]	0.775728052853496	8.7305380138372	26.7482349271521	2.31763333197391e-07	1.51856870557694e-06	0.842187276517377	8.7305380138372	31.8164203360776	1.69454081909464e-08	1.58277323315435e-07
ENSMUSG00000073725	ENSMUST00000191471	1	Lmbrd1	LMBR1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1915671]	-0.0923563058770693	10.7463767567593	1.04642144841538	0.306332701354897	0.445298198327152	-0.116014021211108	10.7463767567593	1.64412410893988	0.19976056182373	0.330924100530633
ENSMUSG00000033569	ENSMUST00000126626	1	Adgrb3	adhesion G protein-coupled receptor B3 [Source:MGI Symbol;Acc:MGI:2441837]	0.256829747403348	2.05232251138871	0.109369215212716	0.740863421141906	0.831813406346027	0.591982447033404	2.05232251138871	0.541939172669316	0.461630179730978	0.592560376906139
ENSMUSG00000073722	ENSMUST00000097801	1	4931408C20Rik	RIKEN cDNA 4931408C20 gene [Source:MGI Symbol;Acc:MGI:3588222]	-0.0894543417439497	1.38067796921637	0.00407987719361724	0.949070621570262	0.976937154027735	-2.82175291416109	1.38067796921637	4.07361783067368	0.0435578881551637	0.0970669910025752
ENSMUSG00000101372	ENSMUST00000189614	1	Gm19028	predicted gene, 19028 [Source:MGI Symbol;Acc:MGI:5011213]	0	1.45392276221865	0	1	1	1.10932731654668	1.45392276221865	1.030770995681	0.309977651742981	0.440388961537762
ENSMUSG00000086240	ENSMUST00000145844	1	Gm7846	predicted gene 7846 [Source:MGI Symbol;Acc:MGI:3645212]	-0.233172325164625	5.07285215222192	0.662730231297155	0.415597720525249	0.556242071068854	-0.398749495003471	5.07285215222192	1.95131441874377	0.162445279979972	0.278568273090656
ENSMUSG00000081557	ENSMUST00000122295	1	Gm5697	predicted gene 5697 [Source:MGI Symbol;Acc:MGI:3649021]	-0.0834704884657985	1.29944400196719	0.00362447526716281	0.951993466532362	0.976937154027735	-1.60430267185664	1.29944400196719	1.39206704473453	0.238056335243975	0.36464685374981
ENSMUSG00000099492	ENSMUST00000190438	1	Gm5525	predicted gene 5525 [Source:MGI Symbol;Acc:MGI:3646042]	0.300380041235443	6.26695221220251	3.17957308763797	0.0745642088740025	0.151544850442996	-0.155973702457984	6.26695221220251	0.860075944769375	0.353717439851328	0.483744411510072
ENSMUSG00000101726	ENSMUST00000190177	1	Gm7858	predicted gene 7858 [Source:MGI Symbol;Acc:MGI:3644844]	-1.62030346219482	1.25775182782415	1.43267249385552	0.23132878082345	0.350183913039637	1.5623936227371	1.25775182782415	1.31971084189651	0.250643952111851	0.369692782847503
ENSMUSG00000100261	ENSMUST00000188572	1	Gm6473	predicted gene 6473 [Source:MGI Symbol;Acc:MGI:3645176]	0.644970508888104	1.34197210406175	0.23380798035549	0.628714531631173	0.743327544262377	-1.60430267185664	1.34197210406175	1.39206704473453	0.238056335243975	0.36464685374981
ENSMUSG00000048874	ENSMUST00000186733	1	Phf3	PHD finger protein 3 [Source:MGI Symbol;Acc:MGI:2446126]	-0.626552996275747	12.0583240860934	62.6914474675753	2.41763234007076e-15	3.65979516307264e-14	-0.383195063796913	12.0583240860934	23.3832211616781	1.32731246111497e-06	9.87610458355038e-06
ENSMUSG00000026064	ENSMUST00000027232	1	Ptp4a1	protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096]	-1.76813291018974	11.1079202290472	344.590676916851	6.38443169862782e-77	9.34255171899205e-75	-0.903216342016426	11.1079202290472	91.4131446541432	1.16599344175599e-21	5.1187112093088e-20
ENSMUSG00000100371	ENSMUST00000188605	1	Gm29669	predicted gene 29669 [Source:MGI Symbol;Acc:MGI:5580375]	-2.54757184239442	2.60374114140693	19.7806121939587	8.68592817416541e-06	4.38289938903289e-05	-4.87397063369358	2.60374114140693	18.6406398825057	1.57820179717642e-05	9.1161919600059e-05
ENSMUSG00000086727	ENSMUST00000187892	1	4931428L18Rik	RIKEN cDNA 4931428L18 gene [Source:MGI Symbol;Acc:MGI:1918238]	-3.22217029498705	3.65363165552252	47.8619284547433	4.57316230427133e-12	5.14773910660285e-11	-2.1829579417807	3.65363165552252	19.2084802644973	1.17191627707099e-05	7.04755131005706e-05
ENSMUSG00000099796	ENSMUST00000189666	1	Gm7893	predicted gene 7893 [Source:MGI Symbol;Acc:MGI:3648015]	-6.22485120568219	4.0998993338858	100.297134008812	1.31166450287841e-23	3.59887947977264e-22	-3.81762863030342	4.0998993338858	26.0100175249295	3.39650398280919e-07	2.61610541017655e-06
ENSMUSG00000050217	ENSMUST00000062560	1	Lgsn	lengsin, lens protein with glutamine synthetase domain [Source:MGI Symbol;Acc:MGI:2672844]	-7.37680526964984	3.29505360828409	93.7792788641296	3.52745382931944e-22	8.60306795039574e-21	-4.23315531383947	3.29505360828409	28.3172702720319	1.02973182030162e-07	8.86376998259629e-07
ENSMUSG00000070960	ENSMUST00000095050	1	Gm19680	predicted gene, 19680 [Source:MGI Symbol;Acc:MGI:5011865]	0.223863649195827	2.45939420808626	0.132734530763084	0.715613463296636	0.811044282737297	0.344869928039992	2.45939420808626	0.277521166728434	0.598330553688821	0.72113138971897
ENSMUSG00000026058	ENSMUST00000027226	1	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2 [Source:MGI Symbol;Acc:MGI:2159649]	-3.18595361856666	2.58543530487952	27.9456914424562	1.24768462829282e-07	8.55833674719604e-07	-4.65894809157577	2.58543530487952	16.209474360783	5.67097844032497e-05	0.000289483666895658
ENSMUSG00000100481	ENSMUST00000190159	1	Gm7114	predicted gene 7114 [Source:MGI Symbol;Acc:MGI:3643085]	-0.880869909038551	2.72693477948839	2.17211897568128	0.140532475542965	0.246775027053446	-0.453499296353732	2.72693477948839	0.711600665553135	0.398912941343024	0.536692951762901
ENSMUSG00000026134	ENSMUST00000027312	1	Prim2	DNA primase, p58 subunit [Source:MGI Symbol;Acc:MGI:97758]	-1.00074691992536	10.2210379076444	104.416011617575	1.63999899572876e-24	4.79973039416617e-23	-0.681551085534458	10.2210379076444	48.7301572991362	2.93715179715286e-12	4.77559125537076e-11
ENSMUSG00000101682	ENSMUST00000185489	1	Gm29228	predicted gene 29228 [Source:MGI Symbol;Acc:MGI:5579934]	-2.39857992930022	1.42108870039315	2.74897133525802	0.0973170198833805	0.186559701872507	-1.27918281648546	1.42108870039315	0.935857935833109	0.333345356036735	0.464567020000402
ENSMUSG00000103746	ENSMUST00000191779	1	1700001G17Rik	RIKEN cDNA 1700001G17 gene [Source:MGI Symbol;Acc:MGI:1914753]	0.897034062758373	2.80734849985995	2.27622707369814	0.13137111184048	0.232548056846656	-0.224116141183281	2.80734849985995	0.166412323786343	0.683320172734658	0.787871039006639
ENSMUSG00000004768	ENSMUST00000195006	1	Rab23	RAB23, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:99833]	-0.446555314157419	9.72668952482325	20.2363494795272	6.84400616536888e-06	3.49362640301969e-05	-0.17058164833503	9.72668952482325	2.95064336496145	0.0858433775465348	0.172078733985976
ENSMUSG00000042215	ENSMUST00000044691	1	Bag2	BCL2-associated athanogene 2 [Source:MGI Symbol;Acc:MGI:1891254]	-0.116954492385362	7.96135124052236	0.878279450289387	0.348673357465395	0.483447047357762	-0.453752411928808	7.96135124052236	12.495686345242	0.00040789274930033	0.00165800849021153
ENSMUSG00000042197	ENSMUST00000139143	1	Zfp451	zinc finger protein 451 [Source:MGI Symbol;Acc:MGI:2137896]	-0.0501757183162236	10.702602999712	0.239095489580679	0.62486016437902	0.743327544262377	0.0719737925519507	10.702602999712	0.492372621720941	0.482870836964072	0.610894228896909
ENSMUSG00000081402	ENSMUST00000117459	1	Gm15455	predicted gene 15455 [Source:MGI Symbol;Acc:MGI:3705563]	-1.71157756702308	2.71533121114891	6.51195882046713	0.0107151410659705	0.0290367094318584	-1.07786685677511	2.71533121114891	4.67286343237029	0.0306427965779729	0.0727145280958384
ENSMUSG00000042182	ENSMUST00000115161	1	Bend6	BEN domain containing 6 [Source:MGI Symbol;Acc:MGI:2444572]	0.258534026002363	8.42020645404555	5.70729656060883	0.0168945375737461	0.0436276587933795	0.395217926592337	8.42020645404555	12.847240458985	0.000337977297585151	0.00142177827115536
ENSMUSG00000026131	ENSMUST00000194011	1	Dst	dystonin [Source:MGI Symbol;Acc:MGI:104627]	0.435552143649361	8.17905033010178	5.49111115884577	0.0191133918412143	0.0479473086759604	0.285146499029068	8.17905033010178	2.35025734037795	0.125262327495061	0.225369515452179
ENSMUSG00000096992	ENSMUST00000181692	1	Gm26788	predicted gene, 26788 [Source:MGI Symbol;Acc:MGI:5477282]	1.03277319270383	1.78571668691675	1.01718387235662	0.313187935131165	0.450512228192473	1.05870013208969	1.78571668691675	1.39369834615618	0.237781529109844	0.36464685374981
ENSMUSG00000101462	ENSMUST00000186409	1	Gm3052	predicted gene 3052 [Source:MGI Symbol;Acc:MGI:3781230]	1.54628003477741	3.74109923709506	10.8718763419497	0.000976355620885026	0.00337496155565769	2.12697327961206	3.74109923709506	22.3129911544579	2.31634258776197e-06	1.66700720660247e-05
ENSMUSG00000102336	ENSMUST00000192173	1	Gm37233	predicted gene, 37233 [Source:MGI Symbol;Acc:MGI:5610461]	1.54409742297061	6.86159786823245	40.773299952015	1.70952931039548e-10	1.50096673452723e-09	1.30846066798728	6.86159786823245	30.4074841135981	3.50174532362072e-08	3.13727795320305e-07
ENSMUSG00000042111	ENSMUST00000042493	1	Ccdc115	coiled-coil domain containing 115 [Source:MGI Symbol;Acc:MGI:1916918]	-0.0685392218580645	8.60370585725797	0.215398964099457	0.642568264528606	0.751512461640541	-0.0453986216656679	8.60370585725797	0.0935051327219085	0.759767520220723	0.851375567108376
ENSMUSG00000101711	ENSMUST00000191315	1	Gm28306	predicted gene 28306 [Source:MGI Symbol;Acc:MGI:5579012]	-2.87164615232942	1.38113672624892	4.25699045031593	0.0390891145746017	0.0889125455867883	-0.037503005766548	1.38113672624892	0.000675087309351063	0.979271342715997	0.997873522690238
ENSMUSG00000026127	ENSMUST00000027303	1	Imp4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:MGI Symbol;Acc:MGI:106572]	-0.483912602704839	10.3231501402145	19.0216740239377	1.29242065498673e-05	6.37497379257501e-05	-0.397728947621059	10.3231501402145	12.9015410371746	0.000328311706913014	0.00139930911975547
ENSMUSG00000026126	ENSMUST00000185610	1	Ptpn18	protein tyrosine phosphatase, non-receptor type 18 [Source:MGI Symbol;Acc:MGI:108410]	-2.3599472075734	4.81835639876546	24.3696159954959	7.95129394807575e-07	4.78166855233597e-06	-2.80169964198545	4.81835639876546	38.5595581213766	5.31080459577919e-10	6.66126633584876e-09
ENSMUSG00000100280	ENSMUST00000191357	1	Gm28417	predicted gene 28417 [Source:MGI Symbol;Acc:MGI:5579123]	-3.06343558687902	2.05653006236467	7.39677730347611	0.0065340832735565	0.0189964407754391	-1.89041151486519	2.05653006236467	3.76639263453158	0.0522922955240231	0.112530969289442
ENSMUSG00000101223	ENSMUST00000188292	1	4930568A12Rik	RIKEN cDNA 4930568A12 gene [Source:MGI Symbol;Acc:MGI:1923133]	-0.641588327525387	1.78680734444476	0.273358870689613	0.601087461339058	0.722829775354939	0.903265451964631	1.78680734444476	0.809706028602545	0.368207177694541	0.500442572779887
ENSMUSG00000037509	ENSMUST00000159747	1	Arhgef4	Rho guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:2442507]	0.400784266401889	4.99788133314295	2.77439528218983	0.0957828255202608	0.184423949137695	-0.0682528689915411	4.99788133314295	0.07598438795603	0.782814860535284	0.861651252989018
ENSMUSG00000104002	ENSMUST00000193040	1	Gm38336	predicted gene, 38336 [Source:MGI Symbol;Acc:MGI:5611564]	-1.08660673010177	4.7289639723792	9.79622847532186	0.00174870149796956	0.00572895490752716	-1.69687542506726	4.7289639723792	20.6984881050632	5.37584315637079e-06	3.42028281977794e-05
ENSMUSG00000037503	ENSMUST00000047534	1	Fam168b	family with sequence similarity 168, member B [Source:MGI Symbol;Acc:MGI:2448487]	-0.220150933208135	12.5334542578762	7.43207775101182	0.00640713217897397	0.0188773894400642	0.00568677392936784	12.5334542578762	0.00496188756322535	0.943842924056748	0.993637994390677
ENSMUSG00000026123	ENSMUST00000156687	1	Plekhb2	pleckstrin homology domain containing, family B (evectins) member 2 [Source:MGI Symbol;Acc:MGI:2385825]	-0.521517241732939	9.94380997534109	26.0480720384164	3.33021231441815e-07	2.11878725511532e-06	-0.311159619446759	9.94380997534109	9.36408945038648	0.00221277895412665	0.00747238431432
ENSMUSG00000103548	ENSMUST00000193622	1	Gm37670	predicted gene, 37670 [Source:MGI Symbol;Acc:MGI:5610898]	0.124501601853432	2.30482535053629	0.0283208340477614	0.866356753333601	0.926330761248167	-1.00619652241989	2.30482535053629	1.65328884351599	0.198511892382335	0.330101214984261
ENSMUSG00000104417	ENSMUST00000195168	1	Gm37068	predicted gene, 37068 [Source:MGI Symbol;Acc:MGI:5610296]	-2.04456865478811	1.62784549551193	2.11763439199843	0.145611299910887	0.253664129606664	-3.58395871739063	1.62784549551193	5.5103727458095	0.0189040177147068	0.0488168457456253
